date,thu,tinh,ngay_text,ky_hieu,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2020-05-16,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/05/2020,5GF-12GF-13GF,46,78,61,30,75,65,35,36,51,75,71,13,8,92,30,79,45,72,28,82,11,51,28,24,44,23,52
2020-05-17,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/05/2020,14GE-12GE-2GE,80,64,35,34,85,83,81,47,93,34,54,80,97,40,23,35,72,15,76,23,18,96,87,30,40,88,38
2020-05-18,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/05/2020,13GD-12GD-11GD,54,63,49,49,68,16,11,84,34,42,76,67,11,15,52,90,42,74,96,16,83,10,79,35,3,46,42
2020-05-19,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/05/2020,15GC-6GC-2GC,0,15,92,34,90,55,57,0,97,57,26,10,55,64,35,44,37,25,26,49,39,79,55,75,13,43,4
2020-05-20,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/05/2020,3GB-15GB-14GB,65,85,41,64,10,76,58,51,84,98,5,61,68,73,59,8,63,7,42,43,12,39,37,88,5,28,12
2020-05-21,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/05/2020,11GA-14GA-1GA,38,2,74,41,71,68,77,79,1,14,57,62,63,79,21,69,51,10,38,26,22,94,24,60,94,32,54
2020-05-22,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/05/2020,1HZ-7HZ-14HZ,98,82,18,8,50,97,98,81,51,40,82,36,39,12,77,67,42,25,41,84,26,98,37,78,93,87,66
2020-05-23,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/05/2020,7HY-11HY-9HY,91,31,93,25,39,2,1,15,9,97,77,76,70,81,37,84,39,6,93,2,24,84,11,71,58,81,77
2020-05-24,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/05/2020,3HX-6HX-13HX,79,31,86,82,65,48,56,91,15,95,37,32,36,14,83,87,46,50,83,85,82,48,14,22,57,12,19
2020-05-25,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/05/2020,12HV-8HV-15HV,11,14,17,47,10,31,85,75,11,60,47,53,39,0,85,43,24,87,11,41,24,53,20,99,12,78,64
2020-05-26,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/05/2020,14HU-12HU-11HU,54,31,51,24,88,61,64,79,44,48,74,89,15,94,69,1,82,9,65,97,51,55,10,71,50,0,61
2020-05-27,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/05/2020,8HT-13HT-10HT,61,3,7,10,55,5,60,51,84,74,73,56,14,98,10,43,73,30,22,64,75,87,62,48,68,91,39
2020-05-28,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/05/2020,3HS-9HS-11HS,13,78,44,87,87,34,62,78,58,87,92,55,3,19,94,89,81,63,80,63,92,42,13,45,10,50,71
2020-05-29,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/05/2020,1HR-11HR-13HR,54,63,11,58,54,80,97,18,57,25,0,78,19,83,56,19,31,76,36,66,38,98,39,17,18,73,62
2020-05-30,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/05/2020,7HQ-15HQ-3HQ,64,26,50,15,65,22,40,32,71,24,12,40,45,45,9,22,69,2,95,72,80,81,88,80,17,44,75
2020-05-31,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/05/2020,9HP-15HP-4HP,34,66,94,25,33,49,46,51,31,81,41,21,38,47,82,69,43,64,34,52,43,79,59,48,17,77,61
2020-06-01,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/06/2020,2HN-6HN-1HN,23,33,66,61,49,64,13,76,88,77,8,27,78,43,29,68,13,8,98,20,91,61,88,59,3,51,52
2020-06-02,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/06/2020,11HM-9HM-4HM,22,10,67,26,25,29,23,83,59,87,81,46,53,25,5,9,50,17,35,27,3,90,56,51,12,16,39
2020-06-03,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/06/2020,15HL-1HL-12HL,0,36,3,32,93,93,11,1,80,62,95,90,44,30,77,44,50,84,27,48,77,35,33,79,9,33,75
2020-06-04,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/06/2020,11HK-9HK-7HK,78,37,12,31,44,42,23,59,17,72,10,36,54,93,39,59,80,67,88,49,38,92,95,4,27,6,66
2020-06-05,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/06/2020,7HG-15HG-11HG,13,36,76,22,20,66,26,99,2,13,1,0,80,47,42,47,38,3,53,8,30,26,47,31,23,38,42
2020-06-06,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/06/2020,10HF-14HF-4HF,32,37,28,34,14,13,22,92,64,36,40,33,32,8,72,95,3,23,45,28,81,41,63,19,52,67,77
2020-06-07,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/06/2020,3HE-11HE-13HE,39,54,28,28,76,94,50,3,38,18,42,74,66,48,19,61,32,45,21,83,21,8,19,27,55,64,91
2020-06-08,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/06/2020,12HD-5HD-8HD,60,18,75,82,7,81,71,65,49,20,20,78,88,15,41,70,85,12,63,77,34,49,95,12,16,7,18
2020-06-09,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/06/2020,15HC-11HC-9HC,70,6,96,64,24,26,28,80,7,38,54,95,95,98,78,13,47,64,21,9,91,62,14,83,98,97,36
2020-06-10,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/06/2020,11HB-15HB-3HB,30,60,74,43,9,14,3,53,42,96,11,14,39,96,31,61,56,38,67,63,14,66,87,12,48,34,61
2020-06-11,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/06/2020,13HA-8HA-7HA,34,18,83,19,37,31,7,68,91,35,35,10,34,40,66,41,97,30,59,7,4,32,59,43,45,0,90
2020-06-12,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/06/2020,6KZ-13KZ-8KZ,3,77,49,55,84,0,80,22,46,24,70,8,39,46,34,33,48,83,54,28,71,69,97,34,40,3,9
2020-06-13,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/06/2020,1KY-4KY-2KY,61,67,32,51,59,62,8,61,67,48,4,6,21,39,53,64,50,73,75,95,19,37,6,79,30,39,38
2020-06-14,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/06/2020,6KX-1KX-11KX,74,94,93,14,61,72,28,39,79,85,49,8,7,6,53,32,83,9,68,6,94,2,13,78,1,49,53
2020-06-15,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/06/2020,12KV-2KV-1KV,52,0,42,24,64,27,72,55,48,3,53,87,4,20,49,51,17,79,79,64,37,51,38,98,72,30,41
2020-06-16,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/06/2020,13KU-15KU-6KU,62,45,97,41,99,6,7,31,87,19,40,5,7,88,19,48,26,34,30,45,4,92,90,57,71,40,4
2020-06-17,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/06/2020,12KT-3KT-7KT,17,18,59,44,31,7,22,35,63,21,63,50,77,41,77,2,60,78,77,82,74,57,78,93,77,51,79
2020-06-18,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/06/2020,10KS-13KS-1KS,89,20,24,14,17,80,89,46,23,8,32,80,72,93,21,94,2,77,94,84,92,57,99,0,18,6,50
2020-06-19,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/06/2020,5KR-13KR-6KR,30,57,13,46,32,46,36,60,88,20,4,3,35,13,8,30,73,69,43,64,44,38,17,56,64,38,59
2020-06-20,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/06/2020,12KQ-4KQ-6KQ,69,37,84,79,76,18,84,98,28,64,90,42,58,78,54,60,80,45,58,99,80,72,89,31,17,13,59
2020-06-21,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/06/2020,9KP-13KP-14KP,27,2,11,35,39,5,53,1,61,5,67,90,70,25,96,65,2,98,86,27,40,59,21,95,36,4,99
2020-06-22,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/06/2020,14KN-2KN-12KN,17,83,6,9,30,5,56,93,33,38,49,17,62,7,49,25,5,21,33,26,88,43,19,43,52,22,9
2020-06-23,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/06/2020,5KM-2KM-4KM,62,56,1,66,38,31,43,36,21,38,33,65,6,33,76,20,44,94,30,67,47,89,42,52,70,54,1
2020-06-24,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/06/2020,6KL-13KL-11KL,10,59,29,1,50,30,95,59,79,54,83,20,9,96,26,45,60,87,99,30,38,66,39,19,78,49,67
2020-06-25,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/06/2020,7KH-9KH-8KH,82,51,46,74,9,77,81,20,28,94,11,4,70,20,87,76,28,74,80,33,22,13,79,98,72,42,92
2020-06-26,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/06/2020,14KG-15KG-13KG,16,55,62,73,97,28,27,48,67,70,38,14,27,4,94,46,34,37,52,58,21,31,2,16,38,31,22
2020-06-27,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/06/2020,12KF-4KF-2KF,36,90,98,78,66,87,36,61,79,94,39,6,10,97,81,31,34,99,36,20,41,7,48,25,35,52,46
2020-06-28,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/06/2020,9KE-14KE-3KE,51,90,85,93,22,79,53,43,64,41,78,53,23,59,24,86,95,43,38,50,42,85,92,10,92,90,9
2020-06-29,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/06/2020,3KD-12KD-5KD,20,82,56,57,78,8,15,14,90,45,66,19,90,0,37,52,81,71,74,46,52,26,12,78,29,76,28
2020-06-30,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/06/2020,1KC-8KC-9KC,29,78,27,89,36,50,79,19,49,93,17,56,75,56,92,19,42,71,68,30,61,58,37,10,53,36,64
2020-07-01,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/07/2020,3KB-2KB-14KB-8KB-6KB-15KB,35,61,43,97,53,68,2,71,85,95,21,65,74,87,28,88,55,49,43,96,4,26,37,86,91,0,55
2020-07-02,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/07/2020,3KA-5KA-13KA-14KA-15KA-12KA,29,4,80,38,87,90,85,51,31,87,1,84,56,35,53,24,27,22,86,12,59,60,48,76,51,95,79
2020-07-03,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/07/2020,1LZ-9LZ-2LZ-10LZ-12LZ-14LZ,27,19,17,28,49,57,52,28,70,11,39,82,84,2,46,42,29,52,16,78,89,58,47,32,27,98,6
2020-07-04,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/07/2020,12LY-1LY-8LY-14LY-9LY-15LY,75,17,75,79,8,55,85,99,40,7,11,80,8,32,6,40,99,89,95,87,17,51,70,33,7,54,19
2020-07-05,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/07/2020,3LX-2LX-14LX-15LX-11LX-13LX,70,0,41,24,1,67,58,81,55,94,41,16,56,98,52,90,11,16,11,43,25,44,56,59,77,50,98
2020-07-06,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/07/2020,13LV-6LV-10LV-12LV-8LV-4LV,70,22,83,61,64,17,81,9,8,2,8,84,72,72,86,21,5,97,46,92,67,93,88,47,65,22,9
2020-07-07,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/07/2020,13LU-2LU-1LU-3LU-5LU-6LU,60,82,67,28,97,79,81,30,74,84,6,2,17,9,56,4,30,77,3,83,11,16,49,58,22,80,41
2020-07-08,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/07/2020,4LT-12LT-8LT-10LT-11LT-9LT,83,12,37,74,94,93,87,42,90,53,60,38,0,33,3,77,91,55,50,60,34,5,64,9,15,47,36
2020-07-09,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/07/2020,13LS-3LS-8LS-14LS-6LS-7LS,91,97,17,80,42,10,94,41,71,53,16,47,23,77,14,75,20,70,13,47,33,74,90,88,89,21,20
2020-07-10,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/07/2020,14LR-3LR-5LR-1LR-4LR-2LR,69,76,22,64,12,64,72,34,80,59,77,86,54,93,21,71,93,86,55,95,31,55,86,32,64,28,7
2020-07-11,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/07/2020,14LQ-7LQ-3LQ-9LQ-11LQ-12LQ,16,57,62,87,35,13,97,86,19,4,49,93,45,28,41,28,90,48,28,26,17,88,18,36,9,56,74
2020-07-12,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/07/2020,9LP-15LP-3LP-4LP-2LP-14LP,90,8,24,93,30,17,93,24,8,18,92,37,71,62,0,47,79,94,15,76,42,48,11,68,65,15,60
2020-07-13,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/07/2020,14LN-5LN-15LN-1LN-12LN-6LN,8,9,0,0,28,48,40,7,26,15,56,66,19,33,6,72,90,93,80,83,84,4,47,43,90,87,20
2020-07-14,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/07/2020,9LM-15LM-2LM-1LM-7LM-12LM,89,41,39,26,73,61,88,78,60,17,36,82,41,20,96,39,62,23,3,68,16,91,18,20,6,28,41
2020-07-15,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/07/2020,13LK-6LK-12LK-5LK-2LK-3LK,2,47,37,1,91,34,61,81,58,85,82,11,94,42,4,99,50,41,18,43,61,0,50,97,52,25,37
2020-07-16,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/07/2020,6LH-8LH-11LH-13LH-5LH-3LH,11,88,27,90,8,46,97,35,84,8,75,24,39,86,82,22,25,59,90,8,67,65,57,1,44,98,12
2020-07-17,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/07/2020,8LG-12LG-15LG-10LG-1LG-11LG,14,7,79,85,13,91,41,96,1,50,95,13,2,28,50,16,78,68,96,89,15,98,22,5,38,35,59
2020-07-18,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/07/2020,4LF-8LF-15LF-11LF-12LF-3LF,86,92,70,82,15,87,43,33,19,25,73,57,70,23,23,21,44,71,79,88,0,83,3,63,8,16,62
2020-07-19,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/07/2020,7LE-9LE-2LE-4LE-5LE-12LE,34,81,14,19,34,2,14,69,11,71,6,94,39,41,78,66,80,59,78,39,50,43,8,12,66,4,29
2020-07-20,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/07/2020,11LD-5LD-8LD-12LD-2LD-15LD,29,51,90,87,27,99,50,86,89,72,71,12,5,36,37,32,35,22,62,38,48,29,6,7,18,41,35
2020-07-21,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/07/2020,10LC-12LC-1LC-13LC-16LC-8LC-9LC-14LC,88,23,19,63,36,86,44,46,73,10,42,43,97,36,92,44,45,21,66,24,92,87,1,49,33,42,74
2020-07-22,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/07/2020,6LB-2LB-14LB-7LB-12LB-1LB,42,85,75,96,55,55,64,74,44,7,39,16,16,94,26,62,94,16,3,74,97,88,15,79,38,13,83
2020-07-23,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/07/2020,11LA-4LA-14LA-12LA-7LA-1LA,92,44,61,35,30,0,7,17,32,90,21,50,56,67,55,76,5,85,35,19,67,42,32,65,3,69,10
2020-07-24,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/07/2020,8MZ-5MZ-6MZ-4MZ-2MZ-10MZ,97,31,52,58,73,25,23,80,5,72,22,32,15,54,54,26,29,70,57,94,69,19,83,52,83,16,24
2020-07-25,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/07/2020,15MY-10MY-5MY-2MY-11MY-13MY,8,55,22,99,30,69,59,68,11,54,47,79,10,26,80,2,9,98,1,40,65,25,85,7,48,4,17
2020-07-26,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/07/2020,14MX-2MX-9MX-12MX-13MX-11MX,54,72,53,13,19,98,0,97,89,40,60,17,9,56,87,96,88,58,1,35,12,96,91,67,37,59,11
2020-07-27,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/07/2020,14MV-3MV-10MV-9MV-13MV-12MV,31,99,43,48,49,67,36,17,77,42,83,55,68,38,90,6,89,54,14,35,50,36,91,96,1,79,25
2020-07-28,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/07/2020,5MU-11MU-9MU-10MU-1MU-4MU,82,51,5,53,11,52,98,59,92,33,7,99,92,51,7,78,82,28,16,57,31,57,70,32,23,34,45
2020-07-29,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/07/2020,8MT-3MT-4MT-12MT-6MT-10MT,17,86,79,81,27,49,79,93,98,70,6,49,53,13,90,29,66,9,92,95,62,17,71,78,23,54,64
2020-07-30,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/07/2020,10MS-8MS-12MS-15MS-9MS-11MS,63,11,37,23,81,31,86,72,13,41,11,0,21,12,4,70,2,38,72,89,14,64,41,95,97,23,39
2020-07-31,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/07/2020,10MR-8MR-7MR-1MR-15MR-6MR,62,52,87,66,2,56,29,3,15,17,71,46,71,92,32,35,5,93,95,71,28,12,33,42,81,3,87
2020-08-01,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/08/2020,5MQ-10MQ-6MQ-15MQ-3MQ-13MQ,12,1,79,79,69,1,6,91,59,4,34,43,96,56,65,3,75,90,71,48,44,29,87,23,97,63,1
2020-08-02,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/08/2020,12MP-10MP-7MP-8MP-15MP-4MP,11,4,23,25,95,99,57,8,56,61,30,13,12,55,67,80,82,64,0,70,93,92,19,3,6,0,71
2020-08-03,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/08/2020,9MN-7MN-1MN-5MN-14MN-13MN,36,39,99,88,90,10,55,56,92,5,84,28,22,19,83,15,89,32,54,59,64,95,24,65,35,36,49
2020-08-04,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/08/2020,12MK-13MK-11MK-6MK-14MK-7MK,17,82,47,75,59,8,44,1,83,88,14,56,6,70,1,7,57,39,50,71,40,1,38,21,74,87,38
2020-08-05,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/08/2020,9MH-10MH-15MH-5MH-8MH-11MH,96,77,50,96,58,29,59,28,39,0,84,27,8,45,95,91,48,72,91,23,39,61,53,14,30,9,34
2020-08-06,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/08/2020,2MG-15MG-10MG-8MG-14MG-9MG,75,75,55,86,60,86,66,68,28,24,70,29,31,68,2,51,18,19,35,45,27,63,9,47,81,65,90
2020-08-07,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/08/2020,1MF-11MF-13MF-10MF-14MF-6MF,14,14,74,35,97,81,38,81,89,65,79,21,83,30,39,63,38,71,45,84,82,13,90,30,53,7,50
2020-08-08,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/08/2020,14ME-6ME-12ME-15ME-10ME-4ME,58,95,43,43,52,20,48,7,84,26,72,76,19,40,47,86,4,75,58,38,87,55,77,41,59,88,17
2020-08-09,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/08/2020,6MD-14MD-13MD-7MD-5MD-11MD,38,35,46,85,48,45,96,8,73,17,42,45,55,72,43,91,1,21,73,25,59,70,79,24,74,5,6
2020-08-10,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/08/2020,9MC-15MC-4MC-6MC-5MC-13MC,28,31,44,12,62,45,68,1,16,92,17,41,70,22,55,44,44,37,2,91,40,59,80,84,8,75,46
2020-08-11,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/08/2020,10MB-12MB-5MB-13MB-2MB-11MB,28,36,59,99,45,8,59,73,28,52,39,67,43,30,52,75,26,12,52,83,77,38,2,3,25,23,95
2020-08-12,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/08/2020,4MA-11MA-6MA-7MA-3MA-10MA,52,71,12,56,11,60,62,75,65,50,48,41,97,6,40,25,44,91,74,83,31,32,23,21,31,17,89
2020-08-13,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/08/2020,7NZ-9NZ-14NZ-5NZ-12NZ-15NZ,57,75,9,22,7,69,5,9,76,54,53,47,79,29,89,68,60,21,98,7,65,44,70,6,55,33,21
2020-08-14,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/08/2020,8NY-11NY-3NY-5NY-12NY-10NY,14,6,90,68,9,65,26,55,22,47,86,14,28,49,33,22,4,62,65,61,14,51,54,7,12,9,56
2020-08-15,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/08/2020,13NX-9NX-12NX-15NX-7NX-5NX,80,83,8,42,13,77,36,45,11,58,23,29,57,5,98,53,97,34,45,41,91,29,88,65,61,4,89
2020-08-16,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/08/2020,15NV-5NV-13NV-12NV-9NV-3NV,47,38,51,27,43,12,53,4,84,28,95,62,14,72,18,98,21,41,47,14,18,52,96,0,25,22,27
2020-08-17,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/08/2020,1NU-5NU-14NU-12NU-8NU-6NU,48,85,25,7,38,41,44,29,93,43,71,52,32,22,94,43,52,34,17,88,48,51,28,88,3,36,96
2020-08-18,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/08/2020,11NT-2NT-8NT-3NT-13NT-1NT,37,61,42,11,4,93,10,98,47,6,14,45,84,64,40,52,55,49,3,98,57,79,39,4,52,47,7
2020-08-19,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/08/2020,3NS-14NS-20NS-6NS-9NS-2NS-17NS-8NS,1,13,16,29,11,75,1,22,92,91,29,48,9,70,5,61,26,67,60,56,95,96,76,52,29,37,39
2020-08-20,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/08/2020,10NR-14NR-13NR-5NR-6NR-4NR,80,11,16,70,10,48,37,97,5,90,51,60,55,57,7,11,87,21,23,63,6,69,60,58,24,95,88
2020-08-21,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/08/2020,5NQ-3NQ-2NQ-1NQ-4NQ-14NQ,54,99,5,39,64,90,34,94,13,22,48,41,53,76,48,6,36,66,22,88,76,55,72,74,39,50,36
2020-08-22,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/08/2020,4NP-2NP-8NP-13NP-3NP-6NP,35,88,64,14,14,36,35,89,40,95,70,79,28,35,75,88,73,85,9,13,48,52,23,8,92,33,34
2020-08-23,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/08/2020,15NM-1NM-11NM-13NM-7NM-6NM,41,73,10,70,79,18,2,15,20,40,76,77,57,99,38,96,88,62,2,11,67,9,48,15,73,13,14
2020-08-24,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/08/2020,1NK-12NK-3NK-5NK-10NK-8NK,16,56,69,19,33,57,59,8,55,27,5,24,74,1,1,61,0,80,85,26,19,93,52,79,66,4,62
2020-08-25,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/08/2020,9NH-2NH-11NH-12NH-8NH-10NH,59,80,12,74,6,19,31,85,6,26,90,99,30,38,44,43,99,61,12,84,88,27,52,83,61,90,23
2020-08-26,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/08/2020,8NG-4NG-7NG-11NG-6NG-12NG,82,97,35,57,14,81,95,68,31,6,96,16,86,83,91,16,48,0,42,58,48,67,8,86,64,24,88
2020-08-27,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/08/2020,1NF-9NF-7NF-11NF-10NF-15NF,96,10,90,46,35,20,82,70,2,5,68,84,83,33,64,57,23,45,36,74,97,15,75,18,52,75,97
2020-08-28,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/08/2020,7NE-3NE-14NE-9NE-15NE-2NE,48,23,45,75,4,86,21,27,88,32,69,69,60,13,54,88,25,54,82,20,37,92,39,38,64,16,45
2020-08-29,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/08/2020,7ND-3ND-6ND-5ND-9ND-15ND,5,59,90,83,10,26,90,38,53,58,51,54,30,65,35,88,16,33,84,85,2,3,44,80,28,88,1
2020-08-30,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/08/2020,3NC-4NC-1NC-14NC-13NC-10NC,83,82,48,53,3,48,19,86,89,23,71,0,30,81,60,51,24,80,1,54,39,12,55,44,91,83,45
2020-08-31,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/08/2020,4NB-6NB-12NB-13NB-11NB-5NB,58,4,84,0,69,19,34,67,92,47,71,91,11,25,24,74,21,18,70,73,57,6,3,17,60,86,88
2020-09-01,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/09/2020,10NA-16NA-20NA-7NA-5NA-11NA-4NA-12NA,57,11,93,92,87,52,99,19,78,72,99,56,45,67,45,67,49,32,72,14,82,46,71,56,40,93,59
